path,name,extension,size,mime_type,modified_time,wikilinks
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_intervention_policy.png,state_space_3d_intervention_policy.png,.png,1324565,image/png,2025-02-11T08:01:12.871886,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_intervention_restoration.png,state_space_3d_intervention_restoration.png,.png,1326075,image/png,2025-02-11T08:01:12.875220,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_resilience_press.png,state_space_3d_resilience_press.png,.png,1325667,image/png,2025-02-11T08:01:12.878553,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_resilience_pulse.png,state_space_3d_resilience_pulse.png,.png,1325629,image/png,2025-02-11T08:01:12.885220,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_resilience_shock.png,state_space_3d_resilience_shock.png,.png,1326477,image/png,2025-02-11T08:01:12.888553,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_spatial_global.png,state_space_3d_spatial_global.png,.png,1326020,image/png,2025-02-11T08:01:12.895219,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_spatial_local.png,state_space_3d_spatial_local.png,.png,1325002,image/png,2025-02-11T08:01:12.898553,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_spatial_regional.png,state_space_3d_spatial_regional.png,.png,1326615,image/png,2025-02-11T08:01:12.905219,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_stability_baseline.png,state_space_3d_stability_baseline.png,.png,1323509,image/png,2025-02-11T08:01:12.908553,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_stability_extreme.png,state_space_3d_stability_extreme.png,.png,1327074,image/png,2025-02-11T08:01:12.915219,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_stability_perturbed.png,state_space_3d_stability_perturbed.png,.png,1326483,image/png,2025-02-11T08:01:12.918553,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_temporal_fast.png,state_space_3d_temporal_fast.png,.png,1325756,image/png,2025-02-11T08:01:12.925219,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_temporal_medium.png,state_space_3d_temporal_medium.png,.png,1326448,image/png,2025-02-11T08:01:12.928553,
Things/BioFirm/output/20250207_113935/visualizations/state_space_3d_temporal_slow.png,state_space_3d_temporal_slow.png,.png,1326000,image/png,2025-02-11T08:01:12.931886,
Things/BioFirm/output/20250207_113935/visualizations/temporal_fast_analysis.png,temporal_fast_analysis.png,.png,737154,image/png,2025-02-11T08:01:12.935219,
Things/BioFirm/output/20250207_113935/visualizations/temporal_medium_analysis.png,temporal_medium_analysis.png,.png,741617,image/png,2025-02-11T08:01:12.938552,
Things/BioFirm/output/20250207_113935/visualizations/temporal_slow_analysis.png,temporal_slow_analysis.png,.png,738071,image/png,2025-02-11T08:01:12.941886,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_active_inference.png,wavelet_active_inference.png,.png,581990,image/png,2025-02-11T08:01:12.941886,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_intervention_management.png,wavelet_intervention_management.png,.png,581990,image/png,2025-02-11T08:01:12.945219,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_intervention_policy.png,wavelet_intervention_policy.png,.png,581990,image/png,2025-02-11T08:01:12.945219,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_intervention_restoration.png,wavelet_intervention_restoration.png,.png,581990,image/png,2025-02-11T08:01:12.948552,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_resilience_press.png,wavelet_resilience_press.png,.png,581990,image/png,2025-02-11T08:01:12.951886,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_resilience_pulse.png,wavelet_resilience_pulse.png,.png,581990,image/png,2025-02-11T08:01:12.951886,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_resilience_shock.png,wavelet_resilience_shock.png,.png,581990,image/png,2025-02-11T08:01:12.955219,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_spatial_global.png,wavelet_spatial_global.png,.png,581990,image/png,2025-02-11T08:01:12.955219,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_spatial_local.png,wavelet_spatial_local.png,.png,581990,image/png,2025-02-11T08:01:12.958552,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_spatial_regional.png,wavelet_spatial_regional.png,.png,581990,image/png,2025-02-11T08:01:12.961886,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_stability_baseline.png,wavelet_stability_baseline.png,.png,581990,image/png,2025-02-11T08:01:12.961886,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_stability_extreme.png,wavelet_stability_extreme.png,.png,581990,image/png,2025-02-11T08:01:12.965219,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_stability_perturbed.png,wavelet_stability_perturbed.png,.png,581990,image/png,2025-02-11T08:01:12.968552,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_temporal_fast.png,wavelet_temporal_fast.png,.png,581990,image/png,2025-02-11T08:01:12.968552,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_temporal_medium.png,wavelet_temporal_medium.png,.png,581990,image/png,2025-02-11T08:01:12.971886,
Things/BioFirm/output/20250207_113935/visualizations/wavelet_temporal_slow.png,wavelet_temporal_slow.png,.png,581990,image/png,2025-02-11T08:01:12.971886,
Things/Continuous_Generic/Continuous_Generic_README.md,Continuous_Generic_README.md,.md,4378,text/markdown,2025-02-07T08:16:51.836349,
Things/Continuous_Generic/analysis.py,analysis.py,.py,8938,text/x-python,2025-02-07T08:16:51.836349,
Things/Continuous_Generic/conftest.py,conftest.py,.py,555,text/x-python,2025-02-07T08:16:51.836349,
Things/Continuous_Generic/continuous_generic.py,continuous_generic.py,.py,18857,text/x-python,2025-02-07T08:16:51.836349,
Things/Continuous_Generic/requirements.txt,requirements.txt,.txt,73,text/plain,2025-02-07T08:16:51.836349,
Things/Continuous_Generic/test_continuous_generic.py,test_continuous_generic.py,.py,54248,text/x-python,2025-02-07T08:16:51.836349,
Things/Continuous_Generic/visualization.py,visualization.py,.py,17477,text/x-python,2025-02-07T08:16:51.836349,
Things/Continuous_Generic/configuration.yaml,configuration.yaml,.yaml,2942,,2025-02-11T08:01:12.975219,
Things/Continuous_Generic/__pycache__/conftest.cpython-310-pytest-8.3.2.pyc,conftest.cpython-310-pytest-8.3.2.pyc,.pyc,756,application/x-python-code,2025-02-07T08:50:51.381616,
Things/Continuous_Generic/__pycache__/continuous_generic.cpython-310.pyc,continuous_generic.cpython-310.pyc,.pyc,13813,application/x-python-code,2025-02-07T08:50:51.381616,
Things/Continuous_Generic/__pycache__/test_continuous_generic.cpython-310-pytest-8.3.2.pyc,test_continuous_generic.cpython-310-pytest-8.3.2.pyc,.pyc,41796,application/x-python-code,2025-02-07T08:50:51.381616,
Things/Continuous_Generic/__pycache__/visualization.cpython-310.pyc,visualization.cpython-310.pyc,.pyc,13725,application/x-python-code,2025-02-07T08:50:51.381616,
Things/Continuous_Generic/Output/tests/basic/sensory_mapping/data.json,data.json,.json,1360,application/json,2025-02-07T08:50:51.368283,
Things/Continuous_Generic/Output/tests/basic/sensory_mapping/sensory_mapping_analysis.png,sensory_mapping_analysis.png,.png,90100,image/png,2025-02-07T08:50:51.368283,
Things/Continuous_Generic/Output/tests/basic/shift_operator/data.json,data.json,.json,246,application/json,2025-02-07T08:50:51.368283,
Things/Continuous_Generic/Output/tests/complex/driven_oscillator/data.json,data.json,.json,26288,application/json,2025-02-07T08:50:51.368283,
Things/Continuous_Generic/Output/tests/complex/driven_oscillator/phase_space.png,phase_space.png,.png,46376,image/png,2025-02-07T08:50:51.368283,
Things/Continuous_Generic/Output/tests/complex/driven_oscillator/prediction_analysis.png,prediction_analysis.png,.png,31978,image/png,2025-02-07T08:50:51.368283,
Things/Continuous_Generic/Output/tests/complex/driven_oscillator/state_correlations.png,state_correlations.png,.png,37457,image/png,2025-02-07T08:50:51.368283,
Things/Continuous_Generic/Output/tests/complex/driven_oscillator/time_evolution.png,time_evolution.png,.png,74184,image/png,2025-02-07T08:50:51.368283,
Things/Continuous_Generic/Output/tests/complex/energy_conservation/energy_analysis.png,energy_analysis.png,.png,192992,image/png,2025-02-07T08:50:51.371616,
Things/Continuous_Generic/Output/tests/complex/energy_conservation/energy_evolution.gif,energy_evolution.gif,.gif,579175,image/gif,2025-02-07T08:50:51.371616,
Things/Continuous_Generic/Output/tests/complex/generalized_coordinates/derivative_analysis.png,derivative_analysis.png,.png,85713,image/png,2025-02-07T08:50:51.371616,
Things/Continuous_Generic/Output/tests/complex/generalized_coordinates/error_analysis.png,error_analysis.png,.png,55802,image/png,2025-02-07T08:50:51.371616,
Things/Continuous_Generic/Output/tests/complex/generalized_coordinates/generalized_coordinates.gif,generalized_coordinates.gif,.gif,361107,image/gif,2025-02-07T08:50:51.371616,
Things/Continuous_Generic/Output/tests/complex/harmonic_motion/data.json,data.json,.json,26633,application/json,2025-02-07T08:50:51.371616,
Things/Continuous_Generic/Output/tests/complex/harmonic_motion/energy_analysis.png,energy_analysis.png,.png,76106,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/complex/harmonic_motion/energy_conservation.png,energy_conservation.png,.png,91343,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/complex/harmonic_motion/phase_space.png,phase_space.png,.png,58080,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/complex/harmonic_motion/prediction_analysis.png,prediction_analysis.png,.png,60184,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/complex/harmonic_motion/state_correlations.png,state_correlations.png,.png,44997,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/complex/harmonic_motion/time_evolution.png,time_evolution.png,.png,71425,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/complex/taylor_prediction/prediction_analysis.png,prediction_analysis.png,.png,125929,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/multi_step/belief_evolution/data.json,data.json,.json,2412,application/json,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/multi_step/belief_evolution/energy_diagnostics.png,energy_diagnostics.png,.png,89347,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/multi_step/belief_evolution/energy_distribution.png,energy_distribution.png,.png,32002,image/png,2025-02-07T08:50:51.374949,
Things/Continuous_Generic/Output/tests/multi_step/belief_evolution/phase_space.png,phase_space.png,.png,87573,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/belief_evolution/prediction_analysis.png,prediction_analysis.png,.png,58162,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/belief_evolution/prediction_error.png,prediction_error.png,.png,26821,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/belief_evolution/state_correlations.png,state_correlations.png,.png,68256,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/belief_evolution/time_evolution.png,time_evolution.png,.png,97456,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/convergence/data.json,data.json,.json,9068,application/json,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/convergence/phase_space.png,phase_space.png,.png,40887,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/convergence/prediction_analysis.png,prediction_analysis.png,.png,47603,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/convergence/state_correlations.png,state_correlations.png,.png,36378,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/multi_step/convergence/time_evolution.png,time_evolution.png,.png,69131,image/png,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/single_step/free_energy/data.json,data.json,.json,328,application/json,2025-02-07T08:50:51.378283,
Things/Continuous_Generic/Output/tests/single_step/free_energy/energy_diagnostics.png,energy_diagnostics.png,.png,74358,image/png,2025-02-07T08:50:51.381616,
Things/Continuous_Generic/Output/tests/single_step/free_energy/energy_distribution.png,energy_distribution.png,.png,26621,image/png,2025-02-07T08:50:51.381616,
Things/Continuous_Generic/Output/tests/single_step/taylor_step/data.json,data.json,.json,589,application/json,2025-02-07T08:50:51.381616,
Things/Continuous_Generic/tests/test_visualizations.py,test_visualizations.py,.py,13258,text/x-python,2025-02-11T08:01:12.975219,
Things/Generic_POMDP/generic_pomdp.py,generic_pomdp.py,.py,29318,text/x-python,2025-02-07T08:16:51.856348,
Things/Generic_POMDP/run_simulation.py,run_simulation.py,.py,2869,text/x-python,2025-02-07T08:16:51.856348,
Things/Generic_POMDP/test_generic_pomdp.py,test_generic_pomdp.py,.py,50104,text/x-python,2025-02-07T08:16:51.856348,
Things/Generic_POMDP/test_results.log,test_results.log,.log,0,,2025-02-07T08:16:51.856348,
Things/Generic_POMDP/test_runner.py,test_runner.py,.py,20765,text/x-python,2025-02-07T08:16:51.856348,
Things/Generic_POMDP/visualization.py,visualization.py,.py,9919,text/x-python,2025-02-07T08:16:51.856348,
Things/Generic_POMDP/Generic_POMDP_README.md,Generic_POMDP_README.md,.md,4215,text/markdown,2025-02-11T08:01:12.975219,A_matrix
Things/Generic_POMDP/configuration.yaml,configuration.yaml,.yaml,9155,,2025-02-11T08:01:12.998552,
Things/Generic_POMDP/__pycache__/generic_pomdp.cpython-310.pyc,generic_pomdp.cpython-310.pyc,.pyc,21471,application/x-python-code,2025-02-07T08:16:51.856348,
Things/Generic_POMDP/__pycache__/test_generic_pomdp.cpython-310-pytest-8.3.2.pyc,test_generic_pomdp.cpython-310-pytest-8.3.2.pyc,.pyc,66934,application/x-python-code,2025-02-07T08:16:51.856348,
Things/Generic_POMDP/__pycache__/generic_pomdp.cpython-311.pyc,generic_pomdp.cpython-311.pyc,.pyc,37990,application/x-python-code,2025-02-07T08:20:02.548452,
Things/Generic_POMDP/__pycache__/test_generic_pomdp.cpython-311-pytest-7.2.1.pyc,test_generic_pomdp.cpython-311-pytest-7.2.1.pyc,.pyc,188277,application/x-python-code,2025-02-07T08:20:02.911783,
Things/Generic_POMDP/.hypothesis/unicode_data/14.0.0/charmap.json.gz,charmap.json.gz,.gz,21505,application/json,2025-02-07T08:20:02.821784,
Things/Generic_POMDP/.pytest_cache/README.md,README.md,.md,302,text/markdown,2025-02-07T08:20:30.531627,
Things/Generic_POMDP/.pytest_cache/.gitignore,.gitignore,,37,,2025-02-07T08:20:30.531627,
Things/Generic_POMDP/.pytest_cache/CACHEDIR.TAG,CACHEDIR.TAG,.TAG,191,text/prs.lines.tag,2025-02-07T08:20:30.531627,
Things/Generic_POMDP/.pytest_cache/v/cache/nodeids,nodeids,,1265,,2025-02-07T08:39:43.268130,
Things/Generic_POMDP/.pytest_cache/v/cache/lastfailed,lastfailed,,2,,2025-02-07T08:39:43.268130,
Things/Generic_POMDP/.pytest_cache/v/cache/stepwise,stepwise,,2,,2025-02-07T08:39:43.268130,
Things/Generic_POMDP/Output/logs/test_run_20250207_083337.log,test_run_20250207_083337.log,.log,8158,,2025-02-07T08:33:44.823485,
Things/Generic_POMDP/Output/logs/test_run_20250207_083915.log,test_run_20250207_083915.log,.log,28026,,2025-02-07T08:39:43.264796,
Things/Generic_POMDP/Output/plots/A_matrix.png,A_matrix.png,.png,127394,image/png,2025-02-11T08:01:12.975219,
Things/Generic_POMDP/Output/plots/B_matrix.png,B_matrix.png,.png,151845,image/png,2025-02-11T08:01:12.975219,
Things/Generic_POMDP/Output/plots/C_matrix.png,C_matrix.png,.png,106234,image/png,2025-02-11T08:01:12.975219,
Things/Generic_POMDP/Output/plots/D_matrix.png,D_matrix.png,.png,67841,image/png,2025-02-11T08:01:12.975219,
Things/Generic_POMDP/Output/plots/E_matrix.png,E_matrix.png,.png,55552,image/png,2025-02-11T08:01:12.975219,
Things/Generic_POMDP/Output/plots/action_distribution.png,action_distribution.png,.png,59884,image/png,2025-02-11T08:01:12.975219,
Things/Generic_POMDP/Output/plots/belief_evolution.png,belief_evolution.png,.png,279644,image/png,2025-02-11T08:01:12.978552,
Things/Generic_POMDP/Output/plots/free_energy.png,free_energy.png,.png,163775,image/png,2025-02-11T08:01:12.995219,
Things/Generic_POMDP/Output/plots/matrix_overview.png,matrix_overview.png,.png,316929,image/png,2025-02-11T08:01:12.998552,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t000.png,efe_components_t000.png,.png,227535,image/png,2025-02-11T08:01:12.978552,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t001.png,efe_components_t001.png,.png,220990,image/png,2025-02-11T08:01:12.978552,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t002.png,efe_components_t002.png,.png,225300,image/png,2025-02-11T08:01:12.978552,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t003.png,efe_components_t003.png,.png,224871,image/png,2025-02-11T08:01:12.981886,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t004.png,efe_components_t004.png,.png,220990,image/png,2025-02-11T08:01:12.981886,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t005.png,efe_components_t005.png,.png,220990,image/png,2025-02-11T08:01:12.981886,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t006.png,efe_components_t006.png,.png,220990,image/png,2025-02-11T08:01:12.981886,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t007.png,efe_components_t007.png,.png,229794,image/png,2025-02-11T08:01:12.985219,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t008.png,efe_components_t008.png,.png,224871,image/png,2025-02-11T08:01:12.985219,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t009.png,efe_components_t009.png,.png,224699,image/png,2025-02-11T08:01:12.985219,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t010.png,efe_components_t010.png,.png,224874,image/png,2025-02-11T08:01:12.985219,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t011.png,efe_components_t011.png,.png,211255,image/png,2025-02-11T08:01:12.988552,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t012.png,efe_components_t012.png,.png,213982,image/png,2025-02-11T08:01:12.988552,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t013.png,efe_components_t013.png,.png,217260,image/png,2025-02-11T08:01:12.988552,
Things/Generic_POMDP/Output/plots/efe_components/efe_components_t014.png,efe_components_t014.png,.png,220990,image/png,2025-02-11T08:01:12.988552,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t000.png,policy_comparison_t000.png,.png,92856,image/png,2025-02-11T08:01:12.988552,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t001.png,policy_comparison_t001.png,.png,90145,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t002.png,policy_comparison_t002.png,.png,91634,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t003.png,policy_comparison_t003.png,.png,97513,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t004.png,policy_comparison_t004.png,.png,90145,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t005.png,policy_comparison_t005.png,.png,90145,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t006.png,policy_comparison_t006.png,.png,90145,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t007.png,policy_comparison_t007.png,.png,90174,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t008.png,policy_comparison_t008.png,.png,97513,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t009.png,policy_comparison_t009.png,.png,97510,image/png,2025-02-11T08:01:12.991885,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t010.png,policy_comparison_t010.png,.png,97494,image/png,2025-02-11T08:01:12.995219,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t011.png,policy_comparison_t011.png,.png,90251,image/png,2025-02-11T08:01:12.995219,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t012.png,policy_comparison_t012.png,.png,90247,image/png,2025-02-11T08:01:12.995219,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t013.png,policy_comparison_t013.png,.png,90259,image/png,2025-02-11T08:01:12.995219,
Things/Generic_POMDP/Output/plots/efe_components/policy_comparison_t014.png,policy_comparison_t014.png,.png,90145,image/png,2025-02-11T08:01:12.995219,
Things/Simple_POMDP/Simple_POMDP_README.md,Simple_POMDP_README.md,.md,8942,text/markdown,2025-02-07T08:16:51.859682,
Things/Simple_POMDP/configuration.yaml,configuration.yaml,.yaml,3015,,2025-02-07T08:16:51.859682,
Things/Simple_POMDP/run_simple_pomdp.py,run_simple_pomdp.py,.py,14707,text/x-python,2025-02-07T08:16:51.859682,
Things/Simple_POMDP/simple_pomdp.py,simple_pomdp.py,.py,38540,text/x-python,2025-02-07T08:16:51.859682,
Things/Simple_POMDP/__init__.py,__init__.py,.py,211,text/x-python,2025-02-11T08:01:12.998552,
Things/Simple_POMDP/Output/C_preferences.png,C_preferences.png,.png,30418,image/png,2025-02-07T08:16:51.856348,
Things/Simple_POMDP/Output/A_matrix.png,A_matrix.png,.png,27112,image/png,2025-02-07T09:24:02.839831,
Things/Simple_POMDP/Output/B_matrices.png,B_matrices.png,.png,51646,image/png,2025-02-07T09:24:02.839831,
Things/Simple_POMDP/Output/action_history.png,action_history.png,.png,21761,image/png,2025-02-07T09:24:02.839831,
Things/Simple_POMDP/Output/all_matrices.png,all_matrices.png,.png,201102,image/png,2025-02-07T09:24:02.839831,
Things/Simple_POMDP/Output/belief_evolution.png,belief_evolution.png,.png,88050,image/png,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/Output/belief_history.png,belief_history.png,.png,22530,image/png,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/Output/efe_components_detailed.png,efe_components_detailed.png,.png,212870,image/png,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/Output/free_energies.png,free_energies.png,.png,118373,image/png,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/Output/matrix_validation.txt,matrix_validation.txt,.txt,1791,text/plain,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/Output/observation_likelihood.png,observation_likelihood.png,.png,17795,image/png,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/Output/policy_evolution.png,policy_evolution.png,.png,54480,image/png,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/Output/simulation_log.txt,simulation_log.txt,.txt,3939,text/plain,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/Output/state_transitions.png,state_transitions.png,.png,35267,image/png,2025-02-07T09:24:02.843165,
Things/Simple_POMDP/__pycache__/simple_pomdp.cpython-310.pyc,simple_pomdp.cpython-310.pyc,.pyc,26314,application/x-python-code,2025-02-07T08:16:51.859682,
Things/Simple_POMDP/__pycache__/simple_pomdp.cpython-311.pyc,simple_pomdp.cpython-311.pyc,.pyc,52571,application/x-python-code,2025-02-07T08:40:34.701239,
Things/Ant_Colony/Ant_Colony_README.md,Ant_Colony_README.md,.md,4679,text/markdown,2025-02-07T08:45:13.853294,
Things/Ant_Colony/requirements.txt,requirements.txt,.txt,342,text/plain,2025-02-07T08:51:22.794796,
Things/Ant_Colony/setup.py,setup.py,.py,562,text/x-python,2025-02-07T09:33:00.807318,
Things/Ant_Colony/config/agent_config.yaml,agent_config.yaml,.yaml,3000,,2025-02-07T08:42:27.124070,
Things/Ant_Colony/config/colony_config.yaml,colony_config.yaml,.yaml,3804,,2025-02-07T08:43:09.793875,
Things/Ant_Colony/config/environment_config.yaml,environment_config.yaml,.yaml,4364,,2025-02-07T08:43:51.753680,
Things/Ant_Colony/config/simulation_config.yaml,simulation_config.yaml,.yaml,6448,,2025-02-11T08:01:12.648554,
Things/Ant_Colony/agents/nestmate.py,nestmate.py,.py,5945,text/x-python,2025-02-07T09:30:27.894735,
Things/Ant_Colony/environment/world.py,world.py,.py,14237,text/x-python,2025-02-07T08:51:22.794796,
Things/Ant_Colony/__pycache__/simulation.cpython-311.pyc,simulation.cpython-311.pyc,.pyc,24182,application/x-python-code,2025-02-07T09:05:21.324668,
Things/Ant_Colony/__pycache__/visualization.cpython-311.pyc,visualization.cpython-311.pyc,.pyc,19379,application/x-python-code,2025-02-07T09:30:56.054599,
Things/Ant_Colony/visualization/renderer.py,renderer.py,.py,4428,text/x-python,2025-02-07T09:30:27.894735,
Things/Ant_Colony/ant_colony/__init__.py,__init__.py,.py,340,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/colony.py,colony.py,.py,19799,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/main.py,main.py,.py,1072,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/simulation.py,simulation.py,.py,4705,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/visualization.py,visualization.py,.py,13387,text/x-python,2025-02-11T08:01:12.648554,
Things/Ant_Colony/ant_colony/visualization/__init__.py,__init__.py,.py,178,text/x-python,2025-02-11T08:01:12.648554,
Things/Ant_Colony/ant_colony/visualization/renderer.py,renderer.py,.py,5188,text/x-python,2025-02-11T08:01:12.648554,
Things/Ant_Colony/ant_colony/visualization/__pycache__/__init__.cpython-311.pyc,__init__.cpython-311.pyc,.pyc,361,application/x-python-code,2025-02-07T09:36:07.033034,
Things/Ant_Colony/ant_colony/visualization/__pycache__/renderer.cpython-311.pyc,renderer.cpython-311.pyc,.pyc,6732,application/x-python-code,2025-02-07T09:36:07.033034,
Things/Ant_Colony/ant_colony/agents/__init__.py,__init__.py,.py,145,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/agents/nestmate.py,nestmate.py,.py,11096,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/agents/__pycache__/__init__.cpython-311.pyc,__init__.cpython-311.pyc,.pyc,387,application/x-python-code,2025-02-07T09:36:07.286366,
Things/Ant_Colony/ant_colony/agents/__pycache__/nestmate.cpython-311.pyc,nestmate.cpython-311.pyc,.pyc,8591,application/x-python-code,2025-02-07T09:36:07.286366,
Things/Ant_Colony/ant_colony/environment/__init__.py,__init__.py,.py,168,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/environment/world.py,world.py,.py,7551,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/__pycache__/__init__.cpython-311.pyc,__init__.cpython-311.pyc,.pyc,355,application/x-python-code,2025-02-07T09:36:06.919701,
Things/Ant_Colony/ant_colony/__pycache__/main.cpython-311.pyc,main.cpython-311.pyc,.pyc,9098,application/x-python-code,2025-02-07T09:36:06.919701,
Things/Ant_Colony/ant_colony/utils/__init__.py,__init__.py,.py,140,text/x-python,2025-02-11T08:01:12.638554,
Things/Ant_Colony/ant_colony/utils/data_collection.py,data_collection.py,.py,5820,text/x-python,2025-02-11T08:01:12.641888,
Things/Ant_Colony/ant_colony.egg-info/PKG-INFO,PKG-INFO,,138,,2025-02-07T09:37:22.749303,
Things/Ant_Colony/ant_colony.egg-info/dependency_links.txt,dependency_links.txt,.txt,1,text/plain,2025-02-07T09:37:22.749303,
Things/Ant_Colony/ant_colony.egg-info/entry_points.txt,entry_points.txt,.txt,52,text/plain,2025-02-07T09:37:22.749303,
Things/Ant_Colony/ant_colony.egg-info/requires.txt,requires.txt,.txt,39,text/plain,2025-02-07T09:37:22.749303,
